,AREA,PERIMETER,ANGLE,FERET,FERETX,FERETY,FERETZ,MINFERET,LENGTH,Area/Perimeter,Perimeter/Angle,Area/Angle,Area/FeretX,Area/FeretY,Area/FeretZ,Perimeter/FeretX,Perimeter/FeretY,Perimeter/FeretZ,Angle/FeretX,Angle/FeretY,Angle/FeretZ,TYPE
3,102,201.652,101.074,27.072,101.074,540,574,0,101.074,0.505821911,1.995092704,1.009161604,1.009161604,0.188888889,0.177700348,1.995092704,0.37342963,0.351310105,1,0.187174074,0.176087108,Sixth
4,25,200.276,24.331,99.462,24.331,580,544,0,24.331,0.124827738,8.231309852,1.027495787,1.027495787,0.043103448,0.045955882,8.231309852,0.345303448,0.368154412,1,0.04195,0.044726103,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,84,248.219,82.801,-37.147,82.801,472,374,0,82.801,0.338410839,2.997777805,1.014480501,1.014480501,0.177966102,0.22459893,2.997777805,0.525887712,0.663687166,1,0.175425847,0.221393048,Sixth
2,92,252.257,91.411,-10.081,91.411,456,390,0,91.411,0.364707421,2.759591296,1.006443426,1.006443426,0.201754386,0.235897436,2.759591296,0.553195175,0.646812821,1,0.200462719,0.234387179,Sixth
3,69,253.336,68.411,-52.125,68.411,484,370,7.11E-15,68.411,0.272365554,3.703147155,1.008609727,1.008609727,0.142561983,0.186486486,3.703147155,0.523421488,0.684691892,1,0.141345041,0.184894595,Sixth
4,48,247.425,46.69,-133.264,46.69,488,418,0,46.69,0.193998181,5.299314628,1.0280574,1.0280574,0.098360656,0.114832536,5.299314628,0.507018443,0.591925837,1,0.09567623,0.111698565,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,83,220.924,82.462,-14.036,82.462,380,440,0,82.462,0.375694809,2.679100677,1.006524217,1.006524217,0.218421053,0.188636364,2.679100677,0.581378947,0.5021,1,0.217005263,0.187413636,Sixth
2,61,224.464,59.666,-39.56,59.666,404,432,0,59.666,0.2717585,3.762008514,1.022357792,1.022357792,0.150990099,0.141203704,3.762008514,0.55560396,0.519592593,1,0.147688119,0.138115741,Sixth
3,88,226.087,87.361,15.945,87.361,388,460,3.55E-15,87.361,0.389230694,2.587962592,1.007314477,1.007314477,0.226804124,0.191304348,2.587962592,0.582698454,0.491493478,1,0.225157216,0.189915217,Sixth
4,43,225.529,42.426,81.87,42.426,430,472,8.88E-16,42.426,0.190662842,5.315820487,1.013529439,1.013529439,0.1,0.091101695,5.315820487,0.524486047,0.477815678,1,0.098665116,0.089885593,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,82,226.107,81.216,-9.926,81.216,480,492,0,81.216,0.362660156,2.78402039,1.00965327,1.00965327,0.170833333,0.166666667,2.78402039,0.47105625,0.459567073,1,0.1692,0.165073171,Sixth
2,61,234.221,60,-36.87,60,496,476,3.55E-15,60,0.260437792,3.903683333,1.016666667,1.016666667,0.122983871,0.128151261,3.903683333,0.472219758,0.492060924,1,0.120967742,0.12605042,Sixth
3,88,234.522,87.361,15.945,87.361,484,504,3.55E-15,87.361,0.375231322,2.684515974,1.007314477,1.007314477,0.181818182,0.174603175,2.684515974,0.484549587,0.465321429,1,0.180497934,0.173335317,Sixth
4,48,235.318,46.819,70.017,46.819,524,516,0,46.819,0.203979296,5.026121874,1.025224802,1.025224802,0.091603053,0.093023256,5.026121874,0.449080153,0.456042636,1,0.089349237,0.090734496,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,92,220.107,91.082,-8.842,91.082,470,476,0,91.082,0.417978529,2.416580664,1.01007883,1.01007883,0.195744681,0.193277311,2.416580664,0.468312766,0.462409664,1,0.193791489,0.191348739,Sixth
2,97,215.677,95.603,15.781,95.603,460,496,0,95.603,0.449746612,2.255964771,1.014612512,1.014612512,0.210869565,0.195564516,2.255964771,0.468863043,0.434832661,1,0.207832609,0.192747984,Sixth
3,74,218.504,73.43,-29.358,73.43,480,464,0,73.43,0.338666569,2.975677516,1.007762495,1.007762495,0.154166667,0.159482759,2.975677516,0.455216667,0.470913793,1,0.152979167,0.15825431,Sixth
4,50,218.717,49.031,-101.768,49.031,506,508,0,49.031,0.228605915,4.460790112,1.019763007,1.019763007,0.098814229,0.098425197,4.460790112,0.432247036,0.430545276,1,0.096899209,0.096517717,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,104,238.412,103.092,18.083,103.092,372,442,0,103.092,0.436219653,2.312613976,1.008807667,1.008807667,0.279569892,0.235294118,2.312613976,0.640892473,0.539393665,1,0.277129032,0.233239819,Sixth
2,97,238.876,96.333,4.764,96.333,364,436,0,96.333,0.40606842,2.479690241,1.006923899,1.006923899,0.266483516,0.222477064,2.479690241,0.656252747,0.547880734,1,0.264651099,0.220947248,Sixth
3,93,241.437,92.195,40.601,92.195,384,452,0,92.195,0.385193653,2.618764575,1.008731493,1.008731493,0.2421875,0.205752212,2.618764575,0.628742188,0.534152655,1,0.240091146,0.203971239,Sixth
4,33,249.201,32.311,111.801,32.311,418,410,0,32.311,0.132423225,7.712574665,1.021324007,1.021324007,0.078947368,0.080487805,7.712574665,0.596174641,0.607807317,1,0.077299043,0.078807317,Sixth
,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sixth
1,93,218.965,92.13,27.121,92.13,484,674,7.11E-15,92.13,0.424725413,2.376695973,1.009443178,1.009443178,0.19214876,0.137982196,2.376695973,0.452407025,0.324873887,1,0.19035124,0.136691395,Sixth
2,87,217.314,86,0,86,478,652,0,86,0.400342362,2.526906977,1.011627907,1.011627907,0.182008368,0.133435583,2.526906977,0.454631799,0.333303681,1,0.179916318,0.13190184,Sixth
3,68,219.271,66.843,51.072,66.843,510,674,0,66.843,0.310118529,3.280388373,1.017309217,1.017309217,0.133333333,0.100890208,3.280388373,0.429943137,0.325327893,1,0.131064706,0.099173591,Sixth
4,41,218.678,40.249,116.565,40.249,510,636,0,40.249,0.187490283,5.433128773,1.018658849,1.018658849,0.080392157,0.064465409,5.433128773,0.428780392,0.343833333,1,0.078919608,0.063284591,Sixth
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,
1,1,138,228.119,137.117,10.081,137.117,402,675,0,137.117,0.604947418,0.004383677,0.099196508,0.007293042,0.002487562,13.68911814,1.006439756,0.343283582,22.62860827,1.663681382,0.567460199,Seventh
,2,25,221.293,24,90,24,477,651,0,24,0.112972394,0.009037792,0.022222222,0.083333333,0.004192872,0.277777778,1.041666667,0.052410901,2.458811111,9.220541667,0.463926625,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
2,1,127,235.374,125.603,9.162,125.603,438,586,0,125.603,0.539566817,0.004248558,0.109146475,0.007961593,0.002283105,13.86160227,1.011122346,0.289954338,25.69024231,1.873952055,0.537383562,Seventh
,2,31,232.102,30.463,-66.801,30.463,494,564,0,30.463,0.133561968,0.008616901,-0.029939672,0.065653416,0.004048583,-0.464064909,1.017627942,0.062753036,-3.474528824,7.619144536,0.469842105,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
3,1,115,207.368,114,0,114,345,549,0,114,0.554569654,0.004822345,0,0.00877193,0.002898551,0,1.00877193,0.333333333,0,1.819017544,0.601066667,Seventh
,2,28,204.488,27,-90,27,411,540,0,27,0.13692735,0.009780525,-0.022222222,0.074074074,0.00486618,-0.311111111,1.037037037,0.068126521,-2.272088889,7.57362963,0.497537713,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
4,1,114,238.367,112.641,-6.116,112.641,454,436,1.78E-15,112.641,0.478254121,0.004195212,-0.163505559,0.008877762,0.002202643,-18.63963375,1.012064879,0.251101322,-38.97432963,2.116165517,0.525037445,Seventh
,2,25,236.667,24,-90,24,512,434,0,24,0.105633654,0.008450692,-0.022222222,0.083333333,0.00390625,-0.277777778,1.041666667,0.048828125,-2.629633333,9.861125,0.462240234,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
5,1,115,225.814,114,0,114,447,669,0,114,0.50926869,0.004428423,0,0.00877193,0.002237136,0,1.00877193,0.257270694,0,1.980824561,0.505176734,Seventh
,2,31,230.418,30.15,-84.289,30.15,498,657,0,30.15,0.1345381,0.008679877,-0.023727889,0.066334992,0.004016064,-0.367782273,1.028192371,0.062248996,-2.733666315,7.64238806,0.462686747,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
6,1,112,246.082,111.162,3.094,111.162,369,597,0,111.162,0.455132842,0.004063686,0.323206206,0.00899588,0.002710027,36.19909502,1.007538547,0.303523035,79.53522948,2.213724114,0.666888889,Seventh
,2,32,243.773,30.594,-78.69,30.594,423,579,0,30.594,0.131269665,0.008204354,-0.02541619,0.065372295,0.004728132,-0.406659042,1.045956724,0.075650118,-3.097890456,7.968000261,0.576295508,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
7,1,121,252.341,120.067,-1.909,120.067,414,506,0,120.067,0.47950987,0.003962891,-0.523834468,0.008328683,0.002415459,-63.38397067,1.007770661,0.292270531,-132.1849136,2.101668235,0.609519324,Seventh
,2,31,235.785,30,-90,30,470,492,0,30,0.131475709,0.008482304,-0.022222222,0.066666667,0.004255319,-0.344444444,1.033333333,0.065957447,-2.619833333,7.8595,0.501670213,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
8,1,123,251.629,121.655,9.462,121.655,306,504,0,121.655,0.488814882,0.003974105,0.105685902,0.008219966,0.003267974,12.99936588,1.011055855,0.401960784,26.59363771,2.0683819,0.822316993,Seventh
,2,32,240.237,30.594,-78.69,30.594,360,480,0,30.594,0.133201797,0.008325112,-0.02541619,0.065372295,0.005555556,-0.406659042,1.045956724,0.088888889,-3.052954632,7.852422044,0.667325,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
9,1,141,251.002,140.456,19.983,140.456,450,530,0,140.456,0.561748512,0.003984032,0.050042536,0.007119667,0.002222222,7.055997598,1.003873099,0.313333333,12.56077666,1.787050749,0.557782222,Seventh
,2,22,253.035,20.591,-60.945,20.591,518,496,0,20.591,0.086944494,0.007904045,-0.032816474,0.097129814,0.003861004,-0.360981213,1.068427954,0.042471042,-4.151858233,12.28862124,0.488484556,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
10,1,115,225.842,113.565,12.2,113.565,393,579,0,113.565,0.509205551,0.004427874,0.081967213,0.00880553,0.002544529,9.426229508,1.012635935,0.292620865,18.51163934,1.988658478,0.574661578,Seventh
,2,27,224.872,25.632,-69.444,25.632,447,552,0,25.632,0.120068306,0.008893949,-0.028800184,0.078027466,0.004474273,-0.388802488,1.053370787,0.060402685,-3.238177524,8.77309613,0.503069351,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
11,1,107,209.872,106.019,-1.081,106.019,406,492,0,106.019,0.509834566,0.004764809,-0.92506938,0.009432272,0.002463054,-98.98242368,1.009253058,0.263546798,-194.146161,1.9795697,0.516926108,Seventh
,2,27,224.587,26.306,-81.254,26.306,462,480,0,26.306,0.120220672,0.008905235,-0.024614173,0.076028283,0.004329004,-0.332291333,1.026381814,0.058441558,-2.764011618,8.537481943,0.486119048,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
12,1,128,234.538,127.35,-15.018,127.35,474,546,3.55E-15,127.35,0.54575378,0.004263701,-0.066586763,0.007852375,0.002109705,-8.523105607,1.005104044,0.270042194,-15.61712612,1.841680408,0.494805907,Seventh
,2,31,230.21,30.15,-95.711,30.15,540,576,4.44E-16,30.15,0.134659659,0.00868772,-0.02089624,0.066334992,0.003703704,-0.323891716,1.028192371,0.057407407,-2.405261673,7.635489221,0.426314815,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
13,1,116,252.821,114.978,-13.069,114.978,430,386,0,114.978,0.458822645,0.003955368,-0.076516949,0.008697316,0.002325581,-8.875966026,1.008888657,0.269767442,-19.34509144,2.198864131,0.587955814,Seventh
,2,29,250.798,28.284,-98.13,28.284,482,410,0,28.284,0.115630906,0.007974545,-0.020381127,0.070711356,0.004149378,-0.295526343,1.025314666,0.060165975,-2.555772954,8.867133362,0.520327801,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
14,1,102,250.861,100.717,6.843,100.717,434,466,0,100.717,0.406599671,0.003986271,0.146134736,0.00992881,0.002304147,14.9057431,1.012738664,0.235023041,36.65950606,2.490751313,0.578020737,Seventh
,2,26,250.697,24.739,-75.964,24.739,480,450,0,24.739,0.103710854,0.007977758,-0.026328261,0.080844011,0.004166667,-0.34226739,1.050972149,0.054166667,-3.300207993,10.13367557,0.522285417,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
15,1,123,253.003,122.262,-15.173,122.262,354,476,0,122.262,0.486160243,0.003952522,-0.065906545,0.008179156,0.002824859,-8.106504976,1.006036217,0.347457627,-16.67455348,2.069351066,0.71469774,Seventh
,2,28,236.072,27.203,-107.103,27.203,412,510,0,27.203,0.118607882,0.008471992,-0.018673613,0.073521303,0.004854369,-0.261430586,1.029298239,0.067961165,-2.204158614,8.678160497,0.572990291,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
16,1,133,254.187,132.442,13.092,132.442,417,687,0,132.442,0.52323683,0.003934112,0.076382524,0.007550475,0.002398082,10.15887565,1.004213165,0.318944844,19.41544455,1.91923257,0.609561151,Seventh
,2,36,248.018,34.986,-59.036,34.986,483,657,0,34.986,0.145150755,0.008063931,-0.033877634,0.057165723,0.004140787,-0.609797412,1.028983022,0.074534161,-4.201131513,7.089064197,0.513494824,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
17,1,130,252.092,129,0,129,375,657,0,129,0.51568475,0.003966806,0,0.007751938,0.002666667,0,1.007751938,0.346666667,0,1.95420155,0.672245333,Seventh
,2,29,249.991,27.659,-102.529,27.659,435,669,0,27.659,0.116004176,0.008000288,-0.019506676,0.072309194,0.004597701,-0.282846804,1.048483315,0.066666667,-2.43824674,9.038323873,0.574691954,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
18,1,151,253.83,150.213,3.053,150.213,464,514,0,150.213,0.594886341,0.003939645,0.327546675,0.006657213,0.002155172,49.45954799,1.005239227,0.325431034,83.14117262,1.689800483,0.547047414,Seventh
,2,28,252.03,26.683,-77.005,26.683,534,500,0,26.683,0.111097885,0.007935563,-0.025972339,0.074954091,0.003745318,-0.363612752,1.049357269,0.052434457,-3.272904357,9.445339729,0.471966292,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
19,1,112,248.684,111.427,21.038,111.427,438,510,0,111.427,0.450370752,0.004021167,0.047533035,0.008974486,0.002283105,5.323699971,1.00514238,0.255707763,11.82070539,2.231810961,0.567771689,Seventh
,2,32,248.647,30.529,-58.392,30.529,486,478,0,30.529,0.128696505,0.008043532,-0.034251267,0.065511481,0.004115226,-0.548020277,1.048183694,0.065843621,-4.25823743,8.144616594,0.511619342,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
20,1,125,244.475,124.31,-8.326,124.31,426,564,0,124.31,0.511299724,0.004090398,-0.120105693,0.008044405,0.002347418,-15.01321163,1.00555064,0.29342723,-29.3628393,1.966655941,0.573884977,Seventh
,2,28,251.96,27.166,-96.34,27.166,489,582,0,27.166,0.111128751,0.007937768,-0.020759809,0.073621439,0.00408998,-0.290637326,1.03070014,0.057259714,-2.615320739,9.27482883,0.515255624,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
21,1,120,221.695,119.436,11.592,119.436,477,663,0,119.436,0.541284197,0.004510702,0.086266391,0.008372685,0.002096436,10.35196687,1.004722194,0.251572327,19.12482747,1.856182391,0.464769392,Seventh
,2,33,198.742,32.311,-68.199,32.311,531,636,0,32.311,0.166044419,0.010063298,-0.029325943,0.061898425,0.003766478,-0.483878063,1.021324007,0.062146893,-2.914148301,6.150908359,0.374278719,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
22,1,118,250.38,117.038,-1.469,117.038,420,606,4.44E-16,117.038,0.471283649,0.003993929,-0.680735194,0.008544233,0.002380952,-80.32675289,1.008219553,0.280952381,-170.4424779,2.139305183,0.596142857,Seventh
,2,37,221.995,36.497,-80.538,36.497,486,591,0,36.497,0.166670421,0.009009212,-0.024832998,0.054799025,0.004115226,-0.459410465,1.013781955,0.076131687,-2.756400705,6.082554731,0.456779835,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
23,1,125,248.443,123.911,6.953,123.911,363,582,0,123.911,0.503133516,0.004025068,0.14382281,0.008070309,0.002754821,17.97785129,1.008788566,0.344352617,35.73177046,2.005011662,0.684415978,Seventh
,2,31,244.957,29.547,-66.038,29.547,423,564,0,29.547,0.126552824,0.008164698,-0.030285593,0.067688767,0.004728132,-0.469426694,1.049175889,0.073286052,-3.70933402,8.290418655,0.579094563,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
24,1,106,230.17,104.785,13.241,104.785,522,522,3.55E-15,104.785,0.460529174,0.004344615,0.075522997,0.009543351,0.001915709,8.005437656,1.011595171,0.203065134,17.38312816,2.196593024,0.440938697,Seventh
,2,18,235.818,17.088,-69.444,17.088,576,502,0,17.088,0.076330051,0.008481117,-0.028800184,0.117041199,0.003472222,-0.259201659,1.053370787,0.03125,-3.395800933,13.80021067,0.40940625,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
25,1,103,244.065,102,0,102,432,579,0,102,0.422018725,0.004097269,0,0.009803922,0.002314815,0,1.009803922,0.238425926,0,2.392794118,0.564965278,Seventh
,2,28,217.066,27.166,-83.66,27.166,477,573,4.44E-16,27.166,0.128993025,0.009213788,-0.023906287,0.073621439,0.004192872,-0.334688023,1.03070014,0.05870021,-2.594621085,7.990355592,0.45506499,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
26,1,121,239.62,120,0,120,471,609,0,120,0.504966196,0.004173274,0,0.008333333,0.002123142,0,1.008333333,0.256900212,0,1.996833333,0.508747346,Seventh
,2,25,216.318,24.187,-82.875,24.187,534,597,0,24.187,0.115570595,0.009245648,-0.02413273,0.082689048,0.003745318,-0.301659125,1.033613098,0.046816479,-2.610171946,8.943564725,0.405089888,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
27,1,63,251.608,62.394,21.631,62.394,332,285,0,62.394,0.250389495,0.003974436,0.046229948,0.016027182,0.003012048,2.912486709,1.009712472,0.189759036,11.6318247,4.032567234,0.757855422,Seventh
,2,22,220.836,21.471,-62.241,21.471,356,265,0,21.471,0.099621439,0.009056494,-0.03213316,0.093148899,0.005617978,-0.353464758,1.024637884,0.061797753,-3.54807924,10.28531508,0.620325843,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
28,1,122,246.834,120.785,-14.381,120.785,477,579,0,120.785,0.4942593,0.004051306,-0.069536194,0.008279174,0.002096436,-8.483415618,1.010059196,0.255765199,-17.16389681,2.043581571,0.517471698,Seventh
,2,31,229.365,30.15,-95.711,30.15,528,603,4.44E-16,30.15,0.135155756,0.008719726,-0.02089624,0.066334992,0.003787879,-0.323891716,1.028192371,0.058712121,-2.396433012,7.607462687,0.434403409,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
29,1,106,249.083,104.657,27.3,104.657,423,603,0,104.657,0.425560958,0.004014726,0.036630037,0.009555023,0.002364066,3.882783883,1.012832395,0.250591017,9.123919414,2.379993694,0.5888487,Seventh
,2,35,223.551,33.541,-63.435,33.541,462,567,0,33.541,0.156563827,0.008946504,-0.031528336,0.059628514,0.004329004,-0.551745882,1.043499001,0.075757576,-3.524095531,6.665007006,0.483876623,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
30,1,101,250.676,100.319,23.499,100.319,566,502,0,100.319,0.40291053,0.003989213,0.042555002,0.009968201,0.001766784,4.298055236,1.006788345,0.17844523,10.66751777,2.498788864,0.442890459,Seventh
,2,29,243.812,27.785,-59.744,27.785,600,472,0,27.785,0.118944104,0.008203042,-0.033476165,0.071981285,0.003333333,-0.485404392,1.043728631,0.048333333,-4.080945367,8.774950513,0.406353333,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
31,1,131,248.582,129.557,5.315,129.557,444,615,1.78E-15,129.557,0.526989082,0.004022817,0.188146754,0.00771861,0.002252252,24.64722484,1.011137955,0.295045045,46.76989652,1.918707596,0.559869369,Seventh
,2,37,222.081,36,-90,36,510,591,0,36,0.166605878,0.009005723,-0.022222222,0.055555556,0.003921569,-0.411111111,1.027777778,0.07254902,-2.467566667,6.168916667,0.435452941,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
32,1,101,243.527,99.725,15.709,99.725,324,603,3.55E-15,99.725,0.414738407,0.004106321,0.063657776,0.010027576,0.00308642,6.429435356,1.012785159,0.311728395,15.50238717,2.44198546,0.751626543,Seventh
,2,26,226.777,24.739,-75.964,24.739,369,579,0,24.739,0.114650075,0.008819237,-0.026328261,0.080844011,0.005420054,-0.34226739,1.050972149,0.070460705,-2.985321995,9.166781196,0.614571816,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
33,1,117,240.59,116.499,11.889,116.499,375,543,0,116.499,0.486304501,0.004156449,0.084111363,0.008583765,0.002666667,9.841029523,1.004300466,0.312,20.23635293,2.065167941,0.641573333,Seventh
,2,21,224.94,20.125,-63.435,20.125,432,525,0,20.125,0.093358229,0.00889126,-0.031528336,0.099378882,0.00462963,-0.331047529,1.043478261,0.048611111,-3.54599196,11.17714286,0.520694444,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
34,1,130,250.152,128.996,-7.125,128.996,398,520,0,128.996,0.519684032,0.003997569,-0.140350877,0.007752178,0.002512563,-18.24561404,1.007783187,0.326633166,-35.10905263,1.939222922,0.628522613,Seventh
,2,36,232.259,34.525,-100.008,34.525,452,540,0,34.525,0.154999376,0.008611076,-0.0199984,0.057929037,0.004424779,-0.359971202,1.042722665,0.079646018,-2.322404208,6.727270094,0.513847345,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
35,1,105,237.883,104.139,-11.634,104.139,423,555,0,104.139,0.441393458,0.004203747,-0.08595496,0.00960255,0.002364066,-9.025270758,1.008267796,0.24822695,-20.44722365,2.284283506,0.562371158,Seventh
,2,29,218.427,28.46,-108.435,28.46,474,582,0,28.46,0.132767469,0.009156377,-0.018444229,0.070274069,0.004219409,-0.267441324,1.018973999,0.061181435,-2.014358832,7.67487702,0.460816456,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
36,1,110,241.18,109.202,15.945,109.202,414,657,0,109.202,0.456090886,0.004146281,0.062715585,0.009157341,0.002415459,6.898714331,1.007307558,0.265700483,15.12574475,2.208567609,0.582560386,Seventh
,2,31,237.272,29.547,-66.038,29.547,465,627,0,29.547,0.130651741,0.008429145,-0.030285593,0.067688767,0.004301075,-0.469426694,1.049175889,0.066666667,-3.592961628,8.030324568,0.510262366,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
37,1,109,242.578,108.042,-1.591,108.042,408,606,4.44E-16,108.042,0.449340006,0.004122385,-0.628535512,0.00925566,0.00245098,-68.51037084,1.008866922,0.267156863,-152.4688875,2.245219452,0.594553922,Seventh
,2,28,236.952,27,-90,27,468,597,0,27,0.118167393,0.008440528,-0.022222222,0.074074074,0.004273504,-0.311111111,1.037037037,0.05982906,-2.6328,8.776,0.506307692,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
38,1,104,218.266,102.956,7.815,102.956,500,546,0,102.956,0.476482824,0.004581566,0.127959053,0.009712887,0.002,13.30774152,1.010140254,0.208,27.92911068,2.119993007,0.436532,Seventh
,2,32,214.89,30.594,-78.69,30.594,546,524,0,30.594,0.148913398,0.009307087,-0.02541619,0.065372295,0.003663004,-0.406659042,1.045956724,0.058608059,-2.730842547,7.02392626,0.393571429,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
39,1,132,244.132,131.214,10.539,131.214,387,543,0,131.214,0.540691102,0.004096145,0.094885663,0.007621138,0.002583979,12.52490749,1.005990214,0.341085271,23.16462662,1.860563659,0.630832041,Seventh
,2,29,237.88,28.46,-71.565,28.46,447,519,0,28.46,0.121910207,0.0084076,-0.027946622,0.070274069,0.004474273,-0.405226018,1.018973999,0.064876957,-3.323971215,8.358397751,0.532170022,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
40,1,112,253.113,110.887,7.253,110.887,376,428,0,110.887,0.442490113,0.003950805,0.137873983,0.00901819,0.002659574,15.44188612,1.010037245,0.29787234,34.8976975,2.282621047,0.673172872,Seventh
,2,29,240.892,28.284,-81.87,28.284,428,410,0,28.284,0.120385899,0.008302476,-0.024428973,0.070711356,0.004672897,-0.354220105,1.025314666,0.067757009,-2.942372053,8.516900014,0.562831776,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
41,1,118,224.73,117.038,-1.469,117.038,378,642,4.44E-16,117.038,0.525074534,0.004449784,-0.680735194,0.008544233,0.002645503,-80.32675289,1.008219553,0.312169312,-152.9816201,1.920145594,0.59452381,Seventh
,2,34,188.138,33.136,-84.806,33.136,441,627,0,33.136,0.180718409,0.010630495,-0.023583237,0.060357315,0.004535147,-0.40091503,1.02607436,0.077097506,-2.218451525,5.677752294,0.42661678,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
42,1,103,252.011,102.313,4.485,102.313,440,376,0,102.313,0.408712318,0.003968081,0.22296544,0.009773929,0.002272727,22.96544036,1.006714689,0.234090909,56.18974359,2.463137627,0.572752273,Seventh
,2,32,252.232,30.594,-78.69,30.594,492,356,0,30.594,0.126867328,0.007929208,-0.02541619,0.065372295,0.004065041,-0.406659042,1.045956724,0.06504065,-3.205388232,8.244492384,0.512666667,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
43,1,135,252.256,134.015,-0.855,134.015,496,392,0,134.015,0.53517062,0.003964227,-1.169590643,0.007461851,0.002016129,-157.8947368,1.007349924,0.272177419,-295.0362573,1.882296758,0.508580645,Seventh
,2,27,251.652,26.306,-81.254,26.306,558,380,0,26.306,0.107291021,0.007947483,-0.024614173,0.076028283,0.003584229,-0.332291333,1.026381814,0.048387097,-3.097102912,9.566334676,0.450989247,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
44,1,111,253.181,110.064,-17.447,110.064,324,549,0,110.064,0.438421525,0.003949743,-0.057316444,0.009085623,0.00308642,-6.362125294,1.008504143,0.342592593,-14.51143463,2.300307094,0.78142284,Seventh
,2,33,232.609,32.311,-111.801,32.311,372,585,0,32.311,0.141868973,0.00859812,-0.017888928,0.061898425,0.005376344,-0.295167306,1.021324007,0.088709677,-2.080562786,7.199065334,0.625293011,Seventh
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,Seventh
